"HouseStyle","No_of_Bedrooms","Full_Bath","Half_Bath","Total_Sqft","Garage_Type","FirstExterior","SecondExterior","Overall_Condition","Overall_Quality"
"1.5Fin",3,1,1,2262,"Detchd","Wd Sdng","Wd Sdng",6,5
"2Story",4,2,1,5220,"BuiltIn","CemntBd","CmentBd",5,8
"1Story",3,1,0,2080,"Attchd","HdBoard","Plywood",5,4
"2Story",4,2,1,4448,"Attchd","VinylSd","VinylSd",5,9
"SFoyer",3,1,0,2310,"Detchd","HdBoard","HdBoard",7,5
"1Story",3,1,0,1728,"Attchd","VinylSd","VinylSd",8,5
"1Story",2,1,1,2180,"Attchd","VinylSd","VinylSd",5,5
"1.5Fin",3,2,1,3434,"Attchd","HdBoard","HdBoard",5,7
"2Story",3,2,1,3186,"BuiltIn","VinylSd","VinylSd",5,6
"2.5Fin",5,1,0,3979,"Detchd","Wd Sdng","Wd Sdng",5,4
"1Story",3,1,0,1784,"Attchd","HdBoard","HdBoard",5,5
"1Story",2,2,0,3418,"Attchd","MetalSd","MetalSd",5,9
"1Story",4,2,0,3424,"Attchd","MetalSd","MetalSd",5,5
"1.5Fin",3,1,1,2786,"Attchd","MetalSd","MetalSd",7,5
"1Story",4,2,0,4434,"Attchd","Wd Sdng","Wd Sdng",6,8
"1Story",2,1,0,3010,"Attchd","Wd Sdng","Wd Sdng",4,6
"1.5Fin",3,1,0,1848,"Detchd","MetalSd","MetalSd",7,5
"2Story",3,2,1,3366,"Attchd","HdBoard","HdBoard",5,6
"1Story",3,1,0,2136,"Attchd","HdBoard","HdBoard",8,6
"1Story",3,1,0,2766,"Attchd","Wd Sdng","Plywood",5,5
"1Story",4,2,0,3070,"Attchd","Plywood","Plywood",5,5
"2Story",4,1,1,3592,"Attchd","HdBoard","HdBoard",5,6
"1Story",2,1,0,1902,"Detchd","Wd Sdng","Wd Sdng",6,4
"2Story",6,2,0,4480,"Detchd","Plywood","Plywood",5,5
"1Story",2,2,1,4728,"Attchd","VinylSd","VinylSd",5,9
"1Story",3,1,0,2472,"Attchd","HdBoard","Plywood",7,5
"1Story",2,1,0,1716,"Detchd","HdBoard","HdBoard",6,4
"1Story",2,1,0,2612,"Detchd","MetalSd","MetalSd",7,5
"2Story",3,2,1,3018,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,2,0,3340,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,1,0,1804,"Attchd","HdBoard","Wd Sdng",6,5
"1Story",3,1,0,2126,"Attchd","HdBoard","HdBoard",5,5
"1Story",3,2,0,3272,"Attchd","VinylSd","VinylSd",5,8
"1.5Fin",3,1,1,4114,"Attchd","BrkFace","BrkFace",7,7
"1Story",2,1,0,1804,"Attchd","HdBoard","HdBoard",5,5
"2Story",3,2,1,2968,"Attchd","VinylSd","VinylSd",5,6
"2Story",5,2,0,4548,"Detchd","MetalSd","MetalSd",5,5
"1Story",3,1,1,2536,"Detchd","HdBoard","Plywood",7,5
"1Story",3,1,0,2030,"Detchd","MetalSd","MetalSd",7,5
"2Story",4,2,0,4004,"2Types","MetalSd","MetalSd",6,5
"2Story",2,2,1,2448,"Detchd","VinylSd","VinylSd",5,6
"2Story",3,1,1,2184,"Attchd","CemntBd","CmentBd",5,4
"1Story",1,0,0,960,"Detchd","AsbShng","AsbShng",3,2
"1Story",3,1,0,2458,"Attchd","VinylSd","VinylSd",6,4
"2Story",4,2,1,4254,"Attchd","HdBoard","HdBoard",5,7
"1Story",3,1,0,2828,"Attchd","MetalSd","MetalSd",8,6
"2Story",3,2,1,3442,"Attchd","HdBoard","HdBoard",5,6
"1.5Fin",4,2,2,4400,"0","MetalSd","MetalSd",7,5
"1Story",3,2,0,2632,"Attchd","VinylSd","VinylSd",5,6
"1Story",2,2,0,3234,"Attchd","Plywood","Plywood",5,6
"1Story",3,2,0,3372,"Attchd","Plywood","Plywood",6,6
"1Story",3,2,0,2252,"Attchd","VinylSd","VinylSd",6,5
"2Story",4,2,1,4748,"BuiltIn","VinylSd","VinylSd",5,8
"2Story",4,2,1,3956,"Attchd","MetalSd","MetalSd",5,7
"1Story",3,2,0,3576,"Attchd","VinylSd","VinylSd",5,8
"2Story",4,2,1,4472,"BuiltIn","HdBoard","HdBoard",5,7
"1Story",3,2,0,2932,"Attchd","VinylSd","VinylSd",5,8
"1Story",2,1,0,1850,"Detchd","VinylSd","VinylSd",6,5
"1Story",3,2,0,3810,"Attchd","VinylSd","ImStucc",5,9
"1Story",3,2,0,3000,"Attchd","VinylSd","VinylSd",5,7
"1Story",4,2,0,4138,"Attchd","Wd Sdng","Wd Sdng",7,7
"1Story",1,1,0,1494,"Detchd","MetalSd","MetalSd",5,4
"1Story",2,2,0,2400,"Attchd","VinylSd","VinylSd",5,7
"2Story",3,2,1,3942,"Attchd","VinylSd","VinylSd",5,7
"2Story",3,2,1,3924,"Attchd","VinylSd","VinylSd",5,7
"2Story",4,2,0,4806,"Attchd","MetalSd","MetalSd",7,7
"1Story",4,2,0,3456,"Attchd","Plywood","Plywood",5,6
"2Story",3,2,1,4120,"BuiltIn","VinylSd","VinylSd",5,7
"1Story",4,2,0,2880,"0","MetalSd","MetalSd",3,4
"1Story",4,2,0,3264,"Attchd","HdBoard","Plywood",4,5
"SLvl",3,1,0,2688,"Basment","HdBoard","HdBoard",6,6
"1.5Fin",2,1,0,3618,"Detchd","VinylSd","VinylSd",6,5
"SLvl",3,1,0,2288,"Attchd","HdBoard","HdBoard",6,5
"1Story",3,2,0,3258,"Attchd","VinylSd","VinylSd",5,8
"2Story",3,2,1,3552,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,1,1,2762,"Attchd","Plywood","Plywood",7,6
"1Story",3,1,0,1728,"Detchd","VinylSd","VinylSd",8,5
"1Story",3,1,0,1930,"Detchd","VinylSd","VinylSd",5,5
"SFoyer",2,1,0,1536,"Detchd","WdShing","HdBoard",8,5
"2Story",4,2,1,3936,"Attchd","HdBoard","HdBoard",4,5
"SFoyer",4,2,0,1960,"0","WdShing","Plywood",5,6
"2Story",4,2,0,3916,"Attchd","MetalSd","MetalSd",6,6
"2Story",2,1,1,2458,"Attchd","MetalSd","MetalSd",6,6
"1Story",3,1,0,2114,"Detchd","MetalSd","MetalSd",5,5
"1Story",3,2,0,2674,"Attchd","VinylSd","VinylSd",5,7
"2Story",3,2,1,2832,"Detchd","MetalSd","MetalSd",5,7
"1Story",2,1,0,1716,"0","Wd Sdng","Plywood",7,5
"2Story",4,2,1,5744,"Attchd","HdBoard","HdBoard",7,6
"2Story",3,2,1,3096,"Detchd","Plywood","Brk Cmn",6,6
"1Story",2,2,0,3600,"Attchd","VinylSd","VinylSd",5,9
"2Story",4,2,1,3788,"BuiltIn","VinylSd","VinylSd",5,7
"2Story",3,2,1,2968,"Attchd","VinylSd","VinylSd",5,6
"1.5Fin",2,1,1,2616,"Detchd","MetalSd","MetalSd",7,5
"1Story",3,1,0,2196,"Attchd","Wd Sdng","Wd Sdng",7,5
"1.5Fin",2,1,0,1936,"0","VinylSd","VinylSd",6,3
"SLvl",2,1,0,2190,"Attchd","HdBoard","HdBoard",5,6
"1.5Fin",4,1,1,2384,"0","AsbShng","AsbShng",4,4
"2Story",2,2,0,3252,"BuiltIn","VinylSd","Wd Shng",5,7
"1Story",2,2,0,1836,"Attchd","Plywood","Plywood",5,6
"1Story",3,2,0,2856,"Attchd","CemntBd","CmentBd",5,7
"2Story",3,1,0,4038,"Detchd","HdBoard","HdBoard",8,7
"2Story",3,2,1,2764,"Detchd","MetalSd","MetalSd",5,7
"1Story",2,1,0,1738,"0","Wd Sdng","Wd Sdng",7,4
"1Story",1,1,1,2482,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,1,0,1788,"Detchd","MetalSd","MetalSd",5,4
"1Story",3,1,0,2242,"Detchd","VinylSd","VinylSd",6,5
"SFoyer",3,1,0,1998,"Attchd","CemntBd","CmentBd",9,7
"2Story",4,2,1,5224,"Attchd","VinylSd","VinylSd",5,8
"1Story",2,2,0,2532,"Attchd","VinylSd","VinylSd",5,7
"2Story",4,2,1,4580,"Attchd","CemntBd","CmentBd",5,8
"1.5Fin",4,2,0,3468,"Attchd","Plywood","Plywood",5,5
"1Story",3,1,0,2328,"Detchd","MetalSd","MetalSd",5,5
"1.5Fin",2,1,0,3270,"Attchd","VinylSd","VinylSd",8,6
"1Story",3,2,1,3880,"Attchd","VinylSd","VinylSd",5,9
"2Story",4,2,1,4060,"Attchd","Plywood","Plywood",6,6
"2Story",3,2,1,3152,"Attchd","VinylSd","VinylSd",5,7
"2Story",3,2,1,4784,"Attchd","VinylSd","VinylSd",5,8
"2Story",4,1,1,3484,"Attchd","Wd Sdng","Wd Sdng",9,8
"2Story",3,2,1,3702,"Attchd","Wd Sdng","Wd Sdng",8,6
"2Story",3,2,1,3000,"Attchd","VinylSd","VinylSd",5,6
"1Story",3,2,0,3436,"Attchd","CemntBd","CmentBd",5,10
"1.5Fin",3,1,1,2460,"Detchd","MetalSd","MetalSd",7,4
"1Story",3,1,0,2100,"Attchd","Wd Sdng","Wd Sdng",6,5
"1Story",2,2,0,2884,"Attchd","HdBoard","HdBoard",6,6
"1Story",3,1,0,2154,"Detchd","Wd Sdng","Wd Sdng",4,3
"1Story",2,2,0,2416,"Attchd","VinylSd","VinylSd",5,7
"1Story",2,1,0,1888,"Detchd","BrkComm","Brk Cmn",3,3
"1Story",2,1,0,1382,"Detchd","Wd Sdng","Wd Sdng",6,5
"1Story",3,2,0,3148,"Attchd","VinylSd","VinylSd",5,8
"1Story",4,2,0,3360,"Detchd","VinylSd","VinylSd",6,5
"1Story",1,2,0,3008,"Attchd","VinylSd","VinylSd",5,7
"SLvl",3,2,0,1970,"Attchd","HdBoard","HdBoard",8,5
"1Story",3,2,0,3314,"Attchd","Plywood","Plywood",3,6
"2Story",3,1,1,2184,"Attchd","CemntBd","CmentBd",4,4
"1Story",3,2,0,3420,"Attchd","VinylSd","VinylSd",5,7
"1.5Fin",4,2,0,2530,"0","Wd Sdng","Wd Sdng",5,5
"1.5Fin",4,2,0,2542,"Attchd","Wd Sdng","Wd Sdng",5,5
"1Story",4,2,0,3328,"0","AsphShn","AsphShn",5,5
"2Story",3,1,1,3004,"Detchd","Wd Sdng","Wd Sdng",7,6
"1Story",2,1,0,2044,"Detchd","MetalSd","Stucco",4,5
"1Story",2,1,0,2164,"Detchd","MetalSd","MetalSd",5,6
"2Story",3,2,1,3330,"Attchd","VinylSd","VinylSd",6,8
"1Story",3,2,0,3008,"Attchd","VinylSd","VinylSd",5,7
"1Story",1,1,0,2720,"Attchd","HdBoard","HdBoard",5,8
"SLvl",3,2,1,2944,"Attchd","HdBoard","HdBoard",5,7
"1Story",2,2,0,3012,"Attchd","VinylSd","VinylSd",5,7
"1Story",2,1,1,2264,"Attchd","VinylSd","VinylSd",5,4
"1Story",2,2,0,2440,"Attchd","VinylSd","VinylSd",5,7
"1.5Fin",2,1,0,2496,"Detchd","Wd Sdng","Wd Sdng",5,5
"1Story",2,2,0,3008,"Attchd","VinylSd","VinylSd",5,7
"1Story",2,2,0,5796,"Attchd","Stone","HdBoard",6,8
"1Story",3,1,0,1764,"Detchd","VinylSd","VinylSd",5,5
"1Story",3,1,0,2528,"Attchd","MetalSd","HdBoard",5,5
"1Story",3,2,0,3292,"Attchd","VinylSd","VinylSd",5,8
"1.5Fin",3,1,0,2752,"Attchd","WdShing","Wd Shng",5,5
"2Story",3,1,1,2436,"Detchd","HdBoard","HdBoard",7,6
"2Story",5,2,0,3856,"0","VinylSd","VinylSd",8,5
"2.5Fin",5,2,1,5767,"Basment","Wd Sdng","Plywood",3,7
"2Story",5,2,1,5040,"Attchd","MetalSd","MetalSd",7,8
"1Story",3,2,0,3308,"Attchd","VinylSd","VinylSd",5,7
"1Story",2,1,0,1908,"Basment","MetalSd","MetalSd",7,5
"1Story",3,1,0,1690,"Detchd","Wd Sdng","Wd Sdng",3,4
"1Story",2,2,0,3240,"Attchd","VinylSd","VinylSd",5,9
"2Story",3,2,1,4526,"BuiltIn","VinylSd","VinylSd",5,8
"2Story",3,1,1,2688,"0","CemntBd","CmentBd",6,4
"SFoyer",1,1,0,1260,"Attchd","CemntBd","CmentBd",4,4
"1Story",3,2,0,3606,"Attchd","Wd Sdng","Wd Sdng",4,5
"2Story",4,1,1,3264,"Attchd","HdBoard","HdBoard",8,6
"1Story",1,2,0,2612,"Attchd","VinylSd","VinylSd",5,6
"2Story",4,2,1,4658,"Attchd","HdBoard","HdBoard",5,7
"1Story",4,2,1,5048,"Attchd","BrkFace","BrkFace",5,8
"1Story",4,2,0,3466,"Attchd","BrkFace","Wd Sdng",5,3
"2Story",4,3,1,5736,"BuiltIn","CemntBd","CmentBd",5,9
"1Story",3,1,0,1980,"Detchd","VinylSd","VinylSd",5,5
"1Story",3,1,0,3542,"Attchd","HdBoard","HdBoard",4,5
"1Story",2,1,0,1860,"Detchd","MetalSd","MetalSd",7,4
"1Story",3,2,0,2604,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,2,0,2632,"Attchd","VinylSd","VinylSd",5,7
"2Story",4,1,1,3954,"Attchd","VinylSd","VinylSd",6,6
"1Story",4,1,0,3052,"Basment","HdBoard","HdBoard",6,5
"2Story",3,2,1,3978,"Attchd","VinylSd","VinylSd",5,8
"1Story",3,2,0,3046,"Attchd","Plywood","Plywood",5,6
"1Story",2,2,0,2728,"Attchd","VinylSd","VinylSd",5,7
"2Story",3,2,1,3700,"BuiltIn","HdBoard","HdBoard",6,7
"2Story",3,2,1,4368,"Attchd","VinylSd","VinylSd",5,9
"1.5Fin",3,1,1,3982,"Detchd","MetalSd","MetalSd",7,6
"1Story",2,2,0,2676,"Attchd","CemntBd","CmentBd",5,8
"1Story",2,1,0,1788,"Detchd","MetalSd","MetalSd",4,3
"2Story",5,2,0,4674,"Detchd","Wd Sdng","Wd Sdng",5,5
"1Story",2,1,0,2206,"Detchd","MetalSd","MetalSd",6,6
"1Story",3,1,1,2308,"Attchd","Plywood","Plywood",6,5
"2Story",3,2,1,4520,"Attchd","Wd Sdng","Wd Sdng",5,7
"2Story",3,2,1,3142,"Attchd","VinylSd","VinylSd",7,6
"2Story",4,1,1,3222,"Attchd","HdBoard","HdBoard",6,6
"2Story",5,2,1,5042,"Attchd","CemntBd","CmentBd",4,6
"1.5Unf",2,1,0,1786,"Detchd","MetalSd","MetalSd",7,5
"1Story",3,1,0,2096,"Attchd","MetalSd","MetalSd",5,5
"2Story",4,1,1,3112,"Attchd","MetalSd","MetalSd",6,6
"1.5Fin",4,1,0,2912,"Detchd","MetalSd","MetalSd",3,5
"2Story",3,1,1,2852,"Attchd","HdBoard","Plywood",6,6
"1Story",2,2,0,2480,"Attchd","VinylSd","VinylSd",5,7
"2Story",3,1,1,3480,"Attchd","Wd Sdng","Wd Sdng",6,7
"1.5Fin",3,2,0,2932,"Attchd","Wd Sdng","Wd Sdng",8,5
"1Story",3,1,0,2192,"Attchd","VinylSd","Plywood",5,5
"1Story",1,1,0,1696,"Attchd","VinylSd","VinylSd",5,6
"1Story",3,1,0,1980,"Attchd","VinylSd","VinylSd",5,5
"1Story",3,2,0,2516,"Attchd","VinylSd","VinylSd",7,6
"1Story",3,1,1,2080,"Attchd","HdBoard","HdBoard",5,5
"1Story",3,2,0,2918,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,1,0,2502,"Attchd","HdBoard","HdBoard",6,6
"2Story",3,2,1,2996,"Attchd","HdBoard","HdBoard",5,6
"SFoyer",2,1,0,1992,"Attchd","HdBoard","HdBoard",6,6
"2Story",3,1,1,2184,"Attchd","CemntBd","CmentBd",5,4
"2Story",3,2,1,3906,"Attchd","VinylSd","VinylSd",5,8
"2Story",3,2,0,3418,"Detchd","VinylSd","VinylSd",5,7
"1Story",1,1,1,2494,"Attchd","MetalSd","MetalSd",5,8
"1Story",2,2,0,2080,"Detchd","BrkFace","BrkFace",4,3
"2Story",2,2,1,2504,"Detchd","MetalSd","MetalSd",5,7
"1.5Fin",4,2,0,3388,"Detchd","MetalSd","MetalSd",5,6
"1Story",1,1,1,2400,"Detchd","MetalSd","MetalSd",8,5
"1Story",2,1,0,1872,"Attchd","MetalSd","MetalSd",7,5
"1Story",3,2,0,2628,"Attchd","VinylSd","VinylSd",5,6
"2Story",3,1,1,2710,"0","Wd Sdng","Wd Sdng",7,6
"1Story",2,1,1,2176,"Attchd","HdBoard","HdBoard",5,8
"1.5Fin",3,1,0,2648,"Detchd","MetalSd","MetalSd",6,4
"1Story",3,2,0,3202,"Attchd","Plywood","Plywood",5,7
"1Story",1,1,0,876,"Detchd","Wd Sdng","Wd Sdng",5,2
"1Story",3,1,0,1900,"Detchd","HdBoard","MetalSd",5,5
"1Story",2,1,0,2268,"Attchd","Wd Sdng","Wd Sdng",7,5
"1Story",3,1,0,2388,"BuiltIn","BrkFace","BrkFace",6,6
"2Story",3,2,1,2604,"Detchd","HdBoard","HdBoard",5,5
"2Story",3,2,1,5244,"Attchd","HdBoard","HdBoard",5,8
"1Story",3,2,0,2884,"Attchd","HdBoard","HdBoard",5,7
"2Story",3,2,1,4042,"BuiltIn","VinylSd","VinylSd",5,7
"2Story",3,2,1,3380,"Attchd","VinylSd","VinylSd",5,6
"1Story",3,2,0,3672,"Attchd","MetalSd","MetalSd",5,8
"2Story",3,2,1,3316,"Attchd","HdBoard","HdBoard",5,6
"2Story",4,2,1,3928,"Attchd","Plywood","Plywood",6,7
"1Story",2,1,0,1632,"Detchd","WdShing","Wd Shng",7,5
"1Story",2,1,0,2016,"Attchd","Wd Sdng","Wd Sdng",7,5
"1Story",2,1,0,1666,"Detchd","MetalSd","MetalSd",7,5
"1Story",3,2,0,3468,"Attchd","VinylSd","VinylSd",5,8
"SLvl",3,2,1,2838,"BuiltIn","VinylSd","VinylSd",5,8
"1Story",3,1,0,1788,"Attchd","VinylSd","VinylSd",7,5
"SLvl",3,1,0,3202,"BuiltIn","MetalSd","MetalSd",6,5
"1Story",3,1,0,2080,"Attchd","BrkFace","Wd Sdng",5,5
"1Story",2,1,0,2024,"Detchd","BrkFace","BrkFace",5,6
"1Story",3,2,0,3104,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,1,0,1920,"Basment","AsbShng","AsbShng",3,4
"1Story",2,1,0,1396,"0","VinylSd","VinylSd",9,5
"SLvl",3,2,1,2964,"Attchd","HdBoard","HdBoard",5,7
"1Story",2,1,0,2010,"Detchd","Plywood","Plywood",5,4
"1Story",2,2,0,3110,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,2,0,3060,"Attchd","VinylSd","VinylSd",5,7
"2Story",4,2,1,3918,"BuiltIn","VinylSd","VinylSd",5,7
"SFoyer",2,1,0,1872,"Detchd","MetalSd","MetalSd",5,5
"1.5Fin",4,2,0,3962,"Detchd","WdShing","Plywood",3,4
"1Story",3,1,0,1948,"0","HdBoard","HdBoard",5,5
"2Story",5,2,0,4420,"Detchd","Wd Sdng","Wd Sdng",4,6
"2Story",3,2,1,4040,"Attchd","VinylSd","VinylSd",5,8
"2Story",3,2,1,3200,"Attchd","VinylSd","VinylSd",5,6
"1Story",2,1,0,1972,"Detchd","Wd Sdng","Wd Sdng",5,6
"1.5Fin",3,1,0,2504,"Attchd","VinylSd","VinylSd",5,6
"1.5Fin",2,1,0,2040,"0","VinylSd","VinylSd",8,5
"1Story",2,2,0,3134,"Attchd","Plywood","ImStucc",5,6
"1Story",3,1,0,2334,"Detchd","Stucco","Stucco",5,5
"1Story",2,1,0,1904,"Detchd","HdBoard","HdBoard",7,5
"2Story",4,2,1,3736,"Attchd","Plywood","Plywood",7,5
"2Story",4,3,0,5656,"BuiltIn","VinylSd","VinylSd",5,8
"1Story",3,1,0,2012,"0","Wd Sdng","Plywood",3,5
"1.5Fin",2,1,0,1848,"Detchd","MetalSd","MetalSd",4,4
"1.5Fin",3,1,0,3152,"Detchd","MetalSd","MetalSd",6,5
"1Story",3,2,0,2596,"Attchd","Wd Sdng","Wd Shng",5,6
"2Story",3,1,1,3128,"Attchd","MetalSd","MetalSd",7,7
"1.5Fin",2,1,0,2222,"Detchd","Wd Sdng","Wd Sdng",7,7
"2Story",3,1,0,2964,"Detchd","VinylSd","VinylSd",9,7
"1Story",2,1,0,1864,"Attchd","BrkFace","BrkFace",5,6
"1Story",3,1,1,2932,"Attchd","HdBoard","Plywood",4,5
"1Story",2,1,0,3622,"Attchd","Stone","Stone",7,6
"1Story",2,1,0,1632,"Detchd","Wd Sdng","Wd Sdng",8,6
"2Story",4,1,2,3640,"Attchd","VinylSd","VinylSd",6,7
"1Story",3,2,0,2874,"Attchd","Plywood","Plywood",8,5
"SLvl",3,2,0,2530,"Attchd","BrkFace","BrkFace",8,5
"1Story",2,2,0,2628,"Attchd","VinylSd","VinylSd",5,7
"1Story",3,2,0,3160,"Attchd","VinylSd","VinylSd",5,8
"2Story",4,2,1,3752,"Attchd","HdBoard","HdBoard",6,6
"2Story",3,2,1,2912,"Attchd","Plywood","Brk Cmn",5,6
"1Story",3,1,0,3280,"Detchd","HdBoard","HdBoard",7,6
"1Story",3,1,0,1788,"Attchd","VinylSd","VinylSd",5,5
"SFoyer",0,0,2,2516,"CarPort","Plywood","Plywood",4,4
"SLvl",2,1,1,2864,"Attchd","Plywood","Plywood",7,5
"1Story",3,2,0,3004,"Attchd","VinylSd","VinylSd",5,7
